ad_id,product,channel,audience,date,impressions,clicks,conversions,spend,headline_len,sentiment,ctr,cvr
ad_986,Online MBA Course,instagram,Women 25-40,2025-10-09,1840,22,2,27.49,39,0.196,0.011956521739130435,0.09090909090909091
ad_987,Eco Bottle,google_search,Men 25-40,2025-10-25,4050,125,4,56.72,28,-0.217,0.030864197530864196,0.032
ad_988,Smartwatch Pro,facebook,Men 25-40,2025-11-02,586,4,0,8.57,28,0.294,0.006825938566552901,0.0
ad_989,Online MBA Course,instagram,Students 18-25,2025-11-03,606,4,0,6.98,46,0.307,0.006600660066006601,0.0
ad_990,Smartwatch Pro,youtube,Professionals 30-45,2025-09-27,91,0,0,1.18,16,0.226,0.0,0.0
ad_991,NoiseCancel Headphones,instagram,Students 18-25,2025-10-02,41,0,0,0.42,34,0.403,0.0,0.0
ad_992,Organic Face Cream,facebook,Men 25-40,2025-10-23,999,10,0,12.72,16,-0.165,0.01001001001001001,0.0
ad_993,Online MBA Course,youtube,Professionals 30-45,2025-09-09,2275,14,0,32.83,21,-0.077,0.006153846153846154,0.0
ad_994,NoiseCancel Headphones,google_search,Professionals 30-45,2025-10-03,428,15,0,5.64,46,-0.172,0.035046728971962614,0.0
ad_995,Eco Bottle,facebook,Students 18-25,2025-08-20,452,5,1,5.11,18,0.44,0.011061946902654867,0.2
ad_996,Online MBA Course,youtube,Women 25-40,2025-09-23,1115,11,0,11.55,46,-0.617,0.009865470852017937,0.0
ad_997,Organic Face Cream,facebook,Women 25-40,2025-08-17,1452,22,3,14.71,39,-0.014,0.015151515151515152,0.13636363636363635
ad_998,Organic Face Cream,google_search,Students 18-25,2025-09-26,1415,39,1,17.79,50,-0.235,0.02756183745583039,0.02564102564102564
ad_999,Smartwatch Pro,facebook,Professionals 30-45,2025-11-03,601,5,0,7.81,30,-0.344,0.008319467554076539,0.0
ad_1000,Eco Bottle,youtube,Students 18-25,2025-09-29,1404,3,0,17.78,17,-0.012,0.002136752136752137,0.0
ad_1001,Organic Face Cream,youtube,Women 25-40,2025-09-17,1758,16,1,23.73,39,0.296,0.009101251422070534,0.0625
ad_1002,NoiseCancel Headphones,youtube,Men 25-40,2025-11-06,184,1,0,2.74,42,-0.273,0.005434782608695652,0.0
ad_1003,Eco Bottle,facebook,Women 25-40,2025-11-08,93,2,0,1.02,13,-0.23,0.021505376344086023,0.0
ad_1004,Smartwatch Pro,facebook,Professionals 30-45,2025-09-18,93,1,0,1.16,40,0.288,0.010752688172043012,0.0
ad_1005,NoiseCancel Headphones,youtube,Professionals 30-45,2025-09-23,2164,19,0,30.66,36,0.245,0.00878003696857671,0.0
ad_1006,Smartwatch Pro,youtube,Women 25-40,2025-09-26,376,4,0,4.96,47,-0.235,0.010638297872340425,0.0
ad_1007,Online MBA Course,instagram,Students 18-25,2025-10-11,470,8,0,5.57,31,-0.145,0.01702127659574468,0.0
ad_1008,NoiseCancel Headphones,youtube,Women 25-40,2025-10-08,29,2,0,0.37,52,0.489,0.06896551724137931,0.0
ad_1009,Smartwatch Pro,facebook,Professionals 30-45,2025-11-08,1953,16,1,24.65,11,0.427,0.00819252432155658,0.0625
ad_1010,Eco Bottle,instagram,Women 25-40,2025-08-31,116,0,0,1.63,23,-0.103,0.0,0.0
ad_1011,Online MBA Course,youtube,Men 25-40,2025-09-14,334,7,0,4.25,16,-0.23,0.020958083832335328,0.0
ad_1012,Organic Face Cream,google_search,Men 25-40,2025-10-01,57,1,0,0.64,52,0.489,0.017543859649122806,0.0
ad_1013,Online MBA Course,youtube,Women 25-40,2025-09-23,867,8,0,12.14,51,-0.373,0.00922722029988466,0.0
ad_1014,Eco Bottle,instagram,Men 25-40,2025-08-24,2216,33,1,31.83,54,0.248,0.014891696750902527,0.030303030303030304
ad_1015,Smartwatch Pro,google_search,Professionals 30-45,2025-09-05,151,3,1,1.89,25,0.439,0.019867549668874173,0.3333333333333333
ad_1016,Online MBA Course,instagram,Men 25-40,2025-09-23,1961,23,3,29.02,23,-0.056,0.011728709841917389,0.13043478260869565
ad_1017,Smartwatch Pro,google_search,Women 25-40,2025-10-21,142,4,0,1.9,11,0.402,0.028169014084507043,0.0
ad_1018,Smartwatch Pro,google_search,Professionals 30-45,2025-10-24,342,8,0,3.48,16,0.335,0.023391812865497075,0.0
ad_1019,Online MBA Course,youtube,Women 25-40,2025-08-20,3531,29,2,49.85,23,0.264,0.00821297082979326,0.06896551724137931
ad_1020,NoiseCancel Headphones,instagram,Professionals 30-45,2025-08-16,2211,23,1,30.51,18,0.098,0.010402532790592492,0.043478260869565216
ad_1021,Smartwatch Pro,instagram,Professionals 30-45,2025-11-11,253,2,0,2.62,26,-0.086,0.007905138339920948,0.0
ad_1022,Organic Face Cream,google_search,Professionals 30-45,2025-09-25,438,14,0,4.65,17,0.306,0.0319634703196347,0.0
ad_1023,Online MBA Course,instagram,Men 25-40,2025-08-26,1126,8,0,15.89,16,0.188,0.007104795737122558,0.0
ad_1024,NoiseCancel Headphones,google_search,Men 25-40,2025-11-02,34,1,0,0.5,34,0.005,0.029411764705882353,0.0
ad_1025,Organic Face Cream,instagram,Women 25-40,2025-09-19,97,1,0,1.29,42,0.388,0.010309278350515464,0.0
ad_1026,Eco Bottle,instagram,Professionals 30-45,2025-10-12,706,12,0,9.42,39,0.051,0.0169971671388102,0.0
ad_1027,NoiseCancel Headphones,facebook,Women 25-40,2025-08-29,1120,11,0,16.29,56,0.265,0.009821428571428571,0.0
ad_1028,Eco Bottle,instagram,Women 25-40,2025-09-08,2873,42,8,29.44,45,-0.143,0.01461886529759833,0.19047619047619047
ad_1029,Online MBA Course,instagram,Students 18-25,2025-08-29,542,6,0,6.47,39,-0.153,0.01107011070110701,0.0
ad_1030,NoiseCancel Headphones,youtube,Professionals 30-45,2025-10-30,2794,29,0,35.75,49,0.199,0.010379384395132427,0.0
ad_1031,Online MBA Course,youtube,Women 25-40,2025-11-01,1188,12,0,17.16,56,0.089,0.010101010101010102,0.0
ad_1032,Organic Face Cream,facebook,Women 25-40,2025-11-11,867,21,0,12.66,52,0.149,0.02422145328719723,0.0
ad_1033,Smartwatch Pro,google_search,Men 25-40,2025-10-13,298,11,1,4.02,28,0.002,0.03691275167785235,0.09090909090909091
ad_1034,Online MBA Course,google_search,Women 25-40,2025-10-27,109,4,0,1.46,49,0.259,0.03669724770642202,0.0
ad_1035,Organic Face Cream,google_search,Men 25-40,2025-11-06,89,3,0,0.95,48,0.333,0.033707865168539325,0.0
ad_1036,Organic Face Cream,google_search,Professionals 30-45,2025-10-02,684,27,0,8.34,45,-0.205,0.039473684210526314,0.0
ad_1037,Organic Face Cream,instagram,Students 18-25,2025-11-07,96,2,0,1.0,30,0.226,0.020833333333333332,0.0
ad_1038,NoiseCancel Headphones,youtube,Men 25-40,2025-09-20,254,0,0,2.69,48,0.037,0.0,0.0
ad_1039,NoiseCancel Headphones,instagram,Men 25-40,2025-09-07,1647,28,0,24.18,15,0.709,0.01700060716454159,0.0
ad_1040,NoiseCancel Headphones,youtube,Women 25-40,2025-09-11,1857,9,0,25.68,31,-0.08,0.004846526655896607,0.0
ad_1041,Eco Bottle,facebook,Students 18-25,2025-09-29,303,6,0,3.95,38,-0.115,0.019801980198019802,0.0
ad_1042,Organic Face Cream,youtube,Men 25-40,2025-10-10,232,5,0,3.46,42,0.686,0.021551724137931036,0.0
ad_1043,Organic Face Cream,instagram,Women 25-40,2025-09-27,1200,22,0,15.02,26,-0.178,0.018333333333333333,0.0
ad_1044,Organic Face Cream,facebook,Women 25-40,2025-09-20,297,4,0,3.83,54,0.238,0.013468013468013467,0.0
ad_1045,Smartwatch Pro,facebook,Students 18-25,2025-10-09,658,9,0,7.16,48,-0.047,0.013677811550151976,0.0
ad_1046,Smartwatch Pro,google_search,Professionals 30-45,2025-09-17,10,0,0,0.14,11,-0.453,0.0,0.0
ad_1047,Smartwatch Pro,instagram,Professionals 30-45,2025-09-30,225,2,1,2.4,17,0.292,0.008888888888888889,0.5
ad_1048,Organic Face Cream,youtube,Women 25-40,2025-11-03,766,7,1,10.11,20,0.01,0.009138381201044387,0.14285714285714285
ad_1049,Organic Face Cream,google_search,Women 25-40,2025-09-04,625,25,0,7.68,21,-0.083,0.04,0.0
ad_1050,Eco Bottle,facebook,Women 25-40,2025-09-05,577,6,1,8.52,14,0.162,0.010398613518197574,0.16666666666666666
ad_1051,Smartwatch Pro,google_search,Professionals 30-45,2025-10-29,395,20,0,4.94,32,0.602,0.05063291139240506,0.0
ad_1052,NoiseCancel Headphones,youtube,Women 25-40,2025-11-04,2756,20,0,34.26,34,0.046,0.00725689404934688,0.0
ad_1053,NoiseCancel Headphones,instagram,Students 18-25,2025-09-20,195,2,2,2.29,30,0.48,0.010256410256410256,1.0
ad_1054,NoiseCancel Headphones,facebook,Students 18-25,2025-09-01,394,5,0,5.23,45,0.199,0.012690355329949238,0.0
ad_1055,Online MBA Course,youtube,Women 25-40,2025-09-17,1899,11,0,22.61,11,0.185,0.005792522380200105,0.0
ad_1056,Smartwatch Pro,facebook,Professionals 30-45,2025-11-07,1105,11,1,14.29,19,-0.205,0.009954751131221719,0.09090909090909091
ad_1057,Organic Face Cream,instagram,Men 25-40,2025-09-09,1800,17,0,26.9,12,0.232,0.009444444444444445,0.0
ad_1058,Eco Bottle,google_search,Students 18-25,2025-09-09,599,29,0,6.95,51,0.083,0.048414023372287146,0.0
ad_1059,NoiseCancel Headphones,google_search,Professionals 30-45,2025-10-09,146,0,0,1.82,10,0.525,0.0,0.0
ad_1060,Organic Face Cream,facebook,Men 25-40,2025-10-26,1274,13,0,17.31,12,-0.25,0.01020408163265306,0.0
ad_1061,Online MBA Course,facebook,Women 25-40,2025-08-25,1748,20,1,19.19,49,0.593,0.011441647597254004,0.05
ad_1062,NoiseCancel Headphones,facebook,Men 25-40,2025-11-07,1932,18,0,20.78,20,0.55,0.009316770186335404,0.0
ad_1063,NoiseCancel Headphones,instagram,Women 25-40,2025-10-03,439,5,1,6.39,27,0.31,0.011389521640091117,0.2
ad_1064,Organic Face Cream,facebook,Students 18-25,2025-08-19,69,1,0,0.85,30,0.216,0.014492753623188406,0.0
ad_1065,Organic Face Cream,instagram,Men 25-40,2025-09-16,373,4,0,5.45,19,0.124,0.010723860589812333,0.0
ad_1066,NoiseCancel Headphones,youtube,Professionals 30-45,2025-09-10,473,7,0,6.57,53,0.207,0.014799154334038054,0.0
ad_1067,NoiseCancel Headphones,google_search,Men 25-40,2025-09-21,203,4,0,2.86,15,0.321,0.019704433497536946,0.0
ad_1068,Organic Face Cream,youtube,Professionals 30-45,2025-09-12,2516,7,0,25.89,12,-0.286,0.0027821939586645467,0.0
ad_1069,Organic Face Cream,google_search,Women 25-40,2025-09-21,453,16,0,5.34,55,-0.03,0.03532008830022075,0.0
ad_1070,Organic Face Cream,youtube,Students 18-25,2025-10-07,750,5,0,10.16,19,0.188,0.006666666666666667,0.0
ad_1071,Smartwatch Pro,youtube,Men 25-40,2025-09-05,91,0,0,1.36,53,0.457,0.0,0.0
ad_1072,Eco Bottle,instagram,Professionals 30-45,2025-09-14,909,13,0,9.38,29,-0.253,0.014301430143014302,0.0
ad_1073,Organic Face Cream,youtube,Professionals 30-45,2025-10-02,2509,18,1,26.61,13,0.516,0.007174172977281785,0.05555555555555555
ad_1074,Smartwatch Pro,facebook,Students 18-25,2025-08-28,603,15,0,8.78,41,0.093,0.024875621890547265,0.0
ad_1075,Organic Face Cream,facebook,Men 25-40,2025-08-17,1968,16,0,26.18,32,0.092,0.008130081300813009,0.0
ad_1076,Eco Bottle,google_search,Professionals 30-45,2025-08-17,1851,67,4,24.42,57,0.036,0.036196650459211235,0.05970149253731343
ad_1077,Smartwatch Pro,google_search,Professionals 30-45,2025-10-24,1263,34,2,17.95,59,-0.079,0.026920031670625493,0.058823529411764705
ad_1078,NoiseCancel Headphones,facebook,Students 18-25,2025-10-26,2152,32,2,29.62,54,0.173,0.01486988847583643,0.0625
ad_1079,NoiseCancel Headphones,youtube,Professionals 30-45,2025-10-04,228,2,0,3.23,48,0.437,0.008771929824561403,0.0
ad_1080,Smartwatch Pro,instagram,Men 25-40,2025-09-02,503,4,0,6.6,12,-0.344,0.007952286282306162,0.0
ad_1081,Smartwatch Pro,instagram,Students 18-25,2025-11-05,220,2,0,2.86,34,-0.075,0.00909090909090909,0.0
ad_1082,Smartwatch Pro,youtube,Professionals 30-45,2025-10-04,953,10,0,12.49,43,0.538,0.01049317943336831,0.0
ad_1083,Organic Face Cream,facebook,Students 18-25,2025-10-11,75,1,0,1.1,27,0.08,0.013333333333333334,0.0
ad_1084,Online MBA Course,youtube,Men 25-40,2025-11-10,0,0,0,0.0,43,-0.108,0.0,0.0
ad_1085,NoiseCancel Headphones,facebook,Students 18-25,2025-09-29,244,2,1,3.6,17,0.327,0.00819672131147541,0.5
ad_1086,Eco Bottle,instagram,Professionals 30-45,2025-10-30,637,9,0,9.44,29,0.285,0.0141287284144427,0.0
ad_1087,Organic Face Cream,google_search,Professionals 30-45,2025-08-17,1063,34,1,12.6,26,0.396,0.03198494825964252,0.029411764705882353
ad_1088,Eco Bottle,facebook,Women 25-40,2025-10-15,3896,45,2,54.33,57,0.298,0.011550308008213552,0.044444444444444446
ad_1089,Eco Bottle,google_search,Women 25-40,2025-08-19,1602,47,2,22.59,41,-0.321,0.02933832709113608,0.0425531914893617
ad_1090,Smartwatch Pro,instagram,Students 18-25,2025-09-13,1191,9,0,17.34,27,0.327,0.007556675062972292,0.0
ad_1091,Eco Bottle,google_search,Professionals 30-45,2025-08-28,452,9,0,6.17,32,0.374,0.01991150442477876,0.0
ad_1092,Eco Bottle,youtube,Women 25-40,2025-08-21,136,1,0,1.77,36,0.188,0.007352941176470588,0.0
ad_1093,Online MBA Course,google_search,Women 25-40,2025-11-11,1279,36,0,15.95,22,-0.062,0.028146989835809225,0.0
ad_1094,Eco Bottle,google_search,Men 25-40,2025-08-28,1594,55,1,16.02,14,0.102,0.03450439146800502,0.01818181818181818
ad_1095,Organic Face Cream,facebook,Women 25-40,2025-08-22,33,0,0,0.39,38,-0.497,0.0,0.0
ad_1096,Smartwatch Pro,instagram,Professionals 30-45,2025-10-31,665,12,0,7.3,43,0.366,0.01804511278195489,0.0
ad_1097,Online MBA Course,facebook,Professionals 30-45,2025-08-24,283,1,0,3.93,45,-0.043,0.0035335689045936395,0.0
ad_1098,Online MBA Course,facebook,Students 18-25,2025-08-18,551,5,0,5.6,34,0.102,0.009074410163339383,0.0
ad_1099,Organic Face Cream,facebook,Professionals 30-45,2025-09-18,290,2,0,4.26,25,0.048,0.006896551724137931,0.0
ad_1100,Online MBA Course,instagram,Women 25-40,2025-08-29,123,2,0,1.72,12,-0.274,0.016260162601626018,0.0
ad_1101,Eco Bottle,instagram,Men 25-40,2025-10-24,585,6,0,7.9,11,-0.13,0.010256410256410256,0.0
ad_1102,Online MBA Course,youtube,Men 25-40,2025-10-08,1801,15,1,22.71,47,-0.01,0.00832870627429206,0.06666666666666667
ad_1103,Smartwatch Pro,facebook,Students 18-25,2025-08-21,3347,49,2,34.83,41,0.305,0.014639976097998207,0.04081632653061224
ad_1104,Smartwatch Pro,instagram,Men 25-40,2025-08-23,408,6,1,5.11,50,0.166,0.014705882352941176,0.16666666666666666
ad_1105,Smartwatch Pro,google_search,Professionals 30-45,2025-11-09,284,10,0,4.11,57,0.412,0.035211267605633804,0.0
ad_1106,NoiseCancel Headphones,instagram,Women 25-40,2025-08-17,37,0,0,0.51,20,0.362,0.0,0.0
ad_1107,Organic Face Cream,facebook,Students 18-25,2025-08-21,436,7,1,4.92,42,0.083,0.016055045871559634,0.14285714285714285
ad_1108,NoiseCancel Headphones,instagram,Students 18-25,2025-10-17,244,4,0,3.12,20,0.164,0.01639344262295082,0.0
ad_1109,Eco Bottle,google_search,Men 25-40,2025-11-09,4680,153,7,54.46,38,0.294,0.032692307692307694,0.0457516339869281
ad_1110,Smartwatch Pro,google_search,Women 25-40,2025-10-18,495,17,0,7.05,53,0.452,0.03434343434343434,0.0
ad_1111,Eco Bottle,google_search,Students 18-25,2025-11-06,1206,44,2,15.12,57,-0.107,0.03648424543946932,0.045454545454545456
ad_1112,NoiseCancel Headphones,youtube,Professionals 30-45,2025-09-21,1265,14,2,13.36,32,-0.049,0.011067193675889328,0.14285714285714285
ad_1113,Online MBA Course,instagram,Women 25-40,2025-10-24,2245,32,0,31.18,47,0.093,0.014253897550111359,0.0
ad_1114,Organic Face Cream,instagram,Professionals 30-45,2025-10-01,491,3,0,5.44,11,0.458,0.006109979633401222,0.0
ad_1115,Online MBA Course,facebook,Professionals 30-45,2025-11-08,1234,12,0,17.48,21,-0.116,0.009724473257698542,0.0
ad_1116,Eco Bottle,google_search,Women 25-40,2025-11-05,320,5,0,4.76,10,0.157,0.015625,0.0
ad_1117,Organic Face Cream,google_search,Men 25-40,2025-10-05,2755,75,4,29.25,50,0.403,0.02722323049001815,0.05333333333333334
ad_1118,Organic Face Cream,google_search,Women 25-40,2025-08-21,960,20,0,13.03,33,-0.278,0.020833333333333332,0.0
ad_1119,NoiseCancel Headphones,youtube,Students 18-25,2025-10-19,1018,10,0,12.28,31,0.436,0.009823182711198428,0.0
ad_1120,Eco Bottle,facebook,Women 25-40,2025-08-24,53,1,0,0.55,40,-0.042,0.018867924528301886,0.0
ad_1121,Online MBA Course,instagram,Men 25-40,2025-11-08,425,8,0,6.18,47,0.317,0.018823529411764704,0.0
ad_1122,Smartwatch Pro,facebook,Students 18-25,2025-09-06,882,14,0,9.84,43,0.452,0.015873015873015872,0.0
ad_1123,Organic Face Cream,youtube,Men 25-40,2025-10-12,2390,27,0,25.68,39,0.747,0.011297071129707114,0.0
ad_1124,Eco Bottle,facebook,Women 25-40,2025-08-19,1976,24,2,27.4,57,-0.04,0.012145748987854251,0.08333333333333333
ad_1125,Eco Bottle,facebook,Students 18-25,2025-09-05,220,0,0,2.86,45,0.17,0.0,0.0
ad_1126,NoiseCancel Headphones,youtube,Men 25-40,2025-10-29,1448,14,0,19.3,31,0.131,0.009668508287292817,0.0
ad_1127,Online MBA Course,google_search,Women 25-40,2025-08-30,724,20,1,9.95,53,0.266,0.027624309392265192,0.05
ad_1128,Smartwatch Pro,instagram,Women 25-40,2025-08-31,293,5,0,3.64,44,0.246,0.017064846416382253,0.0
ad_1129,Online MBA Course,instagram,Women 25-40,2025-09-12,76,1,0,0.98,34,0.052,0.013157894736842105,0.0
ad_1130,Eco Bottle,google_search,Men 25-40,2025-09-22,644,19,3,9.32,38,0.199,0.029503105590062112,0.15789473684210525
ad_1131,Online MBA Course,instagram,Men 25-40,2025-09-19,892,11,1,10.73,35,-0.036,0.01233183856502242,0.09090909090909091
ad_1132,Organic Face Cream,facebook,Professionals 30-45,2025-08-24,81,1,0,0.92,42,0.015,0.012345679012345678,0.0
ad_1133,Online MBA Course,google_search,Men 25-40,2025-10-03,1292,34,2,13.94,19,-0.038,0.02631578947368421,0.058823529411764705
ad_1134,NoiseCancel Headphones,facebook,Students 18-25,2025-10-02,4467,60,0,55.42,39,0.444,0.013431833445265278,0.0
ad_1135,NoiseCancel Headphones,google_search,Students 18-25,2025-09-27,271,9,1,3.19,39,0.344,0.033210332103321034,0.1111111111111111
ad_1136,Smartwatch Pro,youtube,Women 25-40,2025-10-25,481,5,1,6.37,45,0.185,0.010395010395010396,0.2
ad_1137,Online MBA Course,facebook,Professionals 30-45,2025-10-31,678,5,0,7.51,47,-0.046,0.007374631268436578,0.0
ad_1138,NoiseCancel Headphones,facebook,Men 25-40,2025-10-27,636,6,0,9.02,24,0.762,0.009433962264150943,0.0
ad_1139,NoiseCancel Headphones,youtube,Students 18-25,2025-08-29,738,14,0,9.82,57,0.304,0.018970189701897018,0.0
ad_1140,NoiseCancel Headphones,google_search,Students 18-25,2025-10-27,950,28,2,10.04,39,0.572,0.029473684210526315,0.07142857142857142
ad_1141,Smartwatch Pro,facebook,Men 25-40,2025-10-08,2494,11,0,30.57,18,-0.003,0.004410585404971933,0.0
ad_1142,Organic Face Cream,instagram,Men 25-40,2025-08-18,2524,32,1,28.64,41,0.067,0.012678288431061807,0.03125
ad_1143,Eco Bottle,facebook,Men 25-40,2025-09-10,101,0,0,1.27,15,-0.638,0.0,0.0
ad_1144,Smartwatch Pro,youtube,Professionals 30-45,2025-10-26,1220,9,0,12.49,15,0.02,0.007377049180327869,0.0
ad_1145,Eco Bottle,youtube,Professionals 30-45,2025-09-30,848,9,0,10.88,41,0.197,0.01061320754716981,0.0
ad_1146,Smartwatch Pro,youtube,Women 25-40,2025-09-09,931,9,0,11.53,56,-0.081,0.00966702470461869,0.0
ad_1147,Organic Face Cream,facebook,Students 18-25,2025-09-18,1973,22,0,21.41,21,0.315,0.011150532184490624,0.0
ad_1148,Organic Face Cream,youtube,Students 18-25,2025-09-12,1404,12,0,18.16,27,0.942,0.008547008547008548,0.0
ad_1149,Organic Face Cream,instagram,Men 25-40,2025-08-25,1381,20,0,19.92,25,0.176,0.01448225923244026,0.0
ad_1150,Organic Face Cream,facebook,Students 18-25,2025-09-14,352,3,0,3.78,29,0.051,0.008522727272727272,0.0
ad_1151,Eco Bottle,google_search,Men 25-40,2025-09-11,83,2,0,1.04,23,-0.044,0.024096385542168676,0.0
ad_1152,Online MBA Course,google_search,Professionals 30-45,2025-11-03,679,22,0,7.58,45,0.32,0.03240058910162003,0.0
ad_1153,Eco Bottle,facebook,Professionals 30-45,2025-11-09,1624,15,0,17.73,34,-0.139,0.009236453201970444,0.0
ad_1154,Online MBA Course,facebook,Men 25-40,2025-10-30,1576,28,0,22.02,59,0.297,0.017766497461928935,0.0
ad_1155,Online MBA Course,facebook,Men 25-40,2025-09-05,946,16,0,13.82,52,-0.351,0.016913319238900635,0.0
ad_1156,Online MBA Course,facebook,Men 25-40,2025-10-06,1403,12,0,18.58,27,0.383,0.008553100498930863,0.0
ad_1157,Eco Bottle,youtube,Professionals 30-45,2025-11-11,571,2,0,7.66,16,0.359,0.0035026269702276708,0.0
ad_1158,Online MBA Course,youtube,Men 25-40,2025-09-17,409,1,0,5.09,38,-0.268,0.0024449877750611247,0.0
ad_1159,Organic Face Cream,facebook,Professionals 30-45,2025-10-17,418,4,0,4.87,12,0.163,0.009569377990430622,0.0
ad_1160,NoiseCancel Headphones,youtube,Students 18-25,2025-08-28,527,1,0,6.72,25,0.33,0.0018975332068311196,0.0
ad_1161,NoiseCancel Headphones,youtube,Men 25-40,2025-11-10,240,0,0,3.21,44,-0.128,0.0,0.0
ad_1162,Organic Face Cream,instagram,Women 25-40,2025-09-10,17,0,0,0.18,33,0.318,0.0,0.0
ad_1163,Organic Face Cream,instagram,Women 25-40,2025-09-11,3939,67,0,56.19,27,-0.096,0.01700939324701701,0.0
ad_1164,Smartwatch Pro,google_search,Professionals 30-45,2025-10-17,95,3,0,1.41,24,0.461,0.031578947368421054,0.0
ad_1165,Eco Bottle,instagram,Students 18-25,2025-09-01,945,11,1,10.25,21,0.554,0.01164021164021164,0.09090909090909091
ad_1166,Online MBA Course,youtube,Students 18-25,2025-09-28,333,6,0,3.4,59,0.525,0.018018018018018018,0.0
ad_1167,Smartwatch Pro,instagram,Men 25-40,2025-11-09,3161,38,0,32.24,44,0.209,0.012021512179689971,0.0
ad_1168,Eco Bottle,youtube,Professionals 30-45,2025-09-02,283,2,0,3.7,52,0.471,0.007067137809187279,0.0
ad_1169,Organic Face Cream,facebook,Women 25-40,2025-09-20,3176,29,1,42.85,16,0.076,0.009130982367758186,0.034482758620689655
ad_1170,Smartwatch Pro,facebook,Men 25-40,2025-09-20,370,5,0,4.62,33,-0.013,0.013513513513513514,0.0
ad_1171,Smartwatch Pro,google_search,Men 25-40,2025-08-26,1565,51,0,15.9,25,0.323,0.03258785942492013,0.0
ad_1172,Organic Face Cream,youtube,Professionals 30-45,2025-10-01,1053,7,1,15.09,19,0.294,0.006647673314339981,0.14285714285714285
ad_1173,Eco Bottle,facebook,Men 25-40,2025-10-04,357,2,0,4.08,20,0.199,0.0056022408963585435,0.0
ad_1174,Organic Face Cream,facebook,Men 25-40,2025-09-05,1557,19,1,21.68,17,0.017,0.012202954399486191,0.05263157894736842
ad_1175,Organic Face Cream,instagram,Men 25-40,2025-10-27,782,8,0,10.05,15,0.151,0.010230179028132993,0.0
ad_1176,Organic Face Cream,youtube,Professionals 30-45,2025-10-04,175,1,0,2.53,39,-0.174,0.005714285714285714,0.0
ad_1177,Eco Bottle,google_search,Women 25-40,2025-11-03,3264,119,6,44.57,55,0.161,0.036458333333333336,0.05042016806722689
ad_1178,NoiseCancel Headphones,facebook,Professionals 30-45,2025-09-18,17,0,0,0.17,58,0.069,0.0,0.0
ad_1179,Organic Face Cream,facebook,Professionals 30-45,2025-10-14,336,6,0,4.08,57,0.328,0.017857142857142856,0.0
ad_1180,Smartwatch Pro,facebook,Students 18-25,2025-08-22,288,2,0,3.71,39,0.261,0.006944444444444444,0.0
ad_1181,NoiseCancel Headphones,google_search,Students 18-25,2025-11-03,527,16,1,7.11,25,0.132,0.030360531309297913,0.0625
ad_1182,Smartwatch Pro,instagram,Professionals 30-45,2025-09-15,1011,9,0,11.96,25,0.27,0.008902077151335312,0.0
ad_1183,Online MBA Course,instagram,Students 18-25,2025-08-27,1305,18,0,14.82,23,0.295,0.013793103448275862,0.0
ad_1184,Smartwatch Pro,instagram,Women 25-40,2025-10-02,4,0,0,0.04,15,0.11,0.0,0.0
ad_1185,NoiseCancel Headphones,google_search,Men 25-40,2025-10-30,251,6,0,2.88,44,0.538,0.02390438247011952,0.0
ad_1186,Online MBA Course,youtube,Men 25-40,2025-08-28,761,4,0,9.32,11,0.086,0.005256241787122208,0.0
ad_1187,Organic Face Cream,facebook,Men 25-40,2025-09-28,146,0,0,1.64,16,0.235,0.0,0.0
ad_1188,Eco Bottle,youtube,Men 25-40,2025-09-13,1600,14,0,16.94,24,0.0,0.00875,0.0
ad_1189,NoiseCancel Headphones,google_search,Men 25-40,2025-09-01,82,2,0,0.92,22,0.182,0.024390243902439025,0.0
ad_1190,Eco Bottle,instagram,Men 25-40,2025-10-31,408,2,0,5.41,11,-0.216,0.004901960784313725,0.0
ad_1191,Eco Bottle,google_search,Women 25-40,2025-09-28,1016,26,0,12.24,48,-0.611,0.025590551181102362,0.0
ad_1192,Smartwatch Pro,youtube,Students 18-25,2025-11-07,129,0,0,1.57,51,0.447,0.0,0.0
ad_1193,Eco Bottle,instagram,Men 25-40,2025-09-25,279,2,0,3.39,25,-0.412,0.007168458781362007,0.0
ad_1194,Eco Bottle,youtube,Professionals 30-45,2025-10-03,350,0,0,4.39,52,0.162,0.0,0.0
ad_1195,NoiseCancel Headphones,facebook,Men 25-40,2025-08-19,690,7,0,10.16,53,0.564,0.010144927536231883,0.0
ad_1196,Organic Face Cream,youtube,Women 25-40,2025-08-31,314,3,0,3.17,19,0.186,0.009554140127388535,0.0
ad_1197,Organic Face Cream,facebook,Students 18-25,2025-10-07,1571,21,1,19.96,58,-0.153,0.01336728198599618,0.047619047619047616
ad_1198,NoiseCancel Headphones,youtube,Students 18-25,2025-08-25,633,6,0,8.85,15,0.943,0.009478672985781991,0.0
ad_1199,NoiseCancel Headphones,facebook,Men 25-40,2025-09-26,30,0,0,0.35,46,0.206,0.0,0.0
ad_1200,Online MBA Course,instagram,Men 25-40,2025-10-29,151,1,0,1.76,31,0.37,0.006622516556291391,0.0
ad_1201,Smartwatch Pro,instagram,Men 25-40,2025-08-21,683,6,0,9.18,30,-0.084,0.008784773060029283,0.0
ad_1202,Smartwatch Pro,youtube,Men 25-40,2025-09-12,66,0,0,0.71,12,-0.312,0.0,0.0
ad_1203,Smartwatch Pro,youtube,Women 25-40,2025-09-20,4208,41,0,62.91,41,-0.363,0.009743346007604563,0.0
